t,x,y,rhf
4.257812500000002914e-02,2.939999999999999905e-03,3.950000000000000061e-04,1.034000000000000030e+00
4.263281250000003353e-02,2.939999999999999905e-03,4.474999999999999811e-04,1.034000000000000030e+00
4.268750000000003098e-02,2.939999999999999905e-03,5.000000000000000104e-04,1.034000000000000030e+00
4.274218750000002842e-02,2.939999999999999905e-03,5.525000000000000397e-04,1.034000000000000030e+00
4.279687500000003281e-02,2.939999999999999905e-03,6.050000000000000690e-04,1.034000000000000030e+00
4.285156250000003025e-02,2.939999999999999905e-03,6.574999999999999898e-04,1.034000000000000030e+00
4.290625000000002770e-02,2.939999999999999905e-03,7.100000000000000191e-04,1.034000000000000030e+00
4.296093750000003209e-02,2.939999999999999905e-03,7.625000000000000484e-04,1.034000000000000030e+00
4.301562500000002953e-02,2.939999999999999905e-03,8.149999999999999693e-04,1.034000000000000030e+00
4.307031250000003392e-02,2.939999999999999905e-03,8.674999999999999985e-04,1.034000000000000030e+00
4.312500000000003136e-02,2.939999999999999905e-03,9.200000000000000278e-04,1.034000000000000030e+00
4.387500000000003203e-02,3.049999999999999760e-03,9.200000000000000278e-04,1.034000000000000030e+00
4.392968750000002948e-02,3.049999999999999760e-03,8.674999999999999985e-04,1.034000000000000030e+00
4.398437500000003386e-02,3.049999999999999760e-03,8.149999999999999693e-04,1.034000000000000030e+00
4.403906250000003131e-02,3.049999999999999760e-03,7.625000000000000484e-04,1.034000000000000030e+00
4.409375000000002875e-02,3.049999999999999760e-03,7.100000000000000191e-04,1.034000000000000030e+00
4.414843750000003314e-02,3.049999999999999760e-03,6.574999999999999898e-04,1.034000000000000030e+00
4.420312500000003059e-02,3.049999999999999760e-03,6.050000000000000690e-04,1.034000000000000030e+00
4.425781250000003497e-02,3.049999999999999760e-03,5.525000000000000397e-04,1.034000000000000030e+00
4.431250000000003242e-02,3.049999999999999760e-03,5.000000000000000104e-04,1.034000000000000030e+00
4.436718750000002986e-02,3.049999999999999760e-03,4.474999999999999811e-04,1.034000000000000030e+00
4.442187500000003425e-02,3.049999999999999760e-03,3.949999999999999518e-04,1.034000000000000030e+00
4.447656250000003170e-02,3.049999999999999760e-03,3.425000000000000310e-04,1.034000000000000030e+00
4.453125000000002914e-02,3.049999999999999760e-03,2.900000000000000017e-04,1.034000000000000030e+00
