t,x,y,rhf
1.508350694444444695e-01,1.729999999999999767e-03,4.718333333333333060e-03,6.999999999999999556e-01
1.508875868055555847e-01,1.729999999999999767e-03,4.667916666666666568e-03,6.999999999999999556e-01
1.509401041666666998e-01,1.729999999999999767e-03,4.617500000000000077e-03,6.999999999999999556e-01
1.509926215277778150e-01,1.729999999999999767e-03,4.567083333333333585e-03,6.999999999999999556e-01
1.510451388888889301e-01,1.729999999999999767e-03,4.516666666666666226e-03,6.999999999999999556e-01
1.510976562500000453e-01,1.729999999999999767e-03,4.466249999999999734e-03,7.435632909958883596e-01
1.511501736111111605e-01,1.729999999999999767e-03,4.415833333333333242e-03,7.875732272295105085e-01
1.512026909722222479e-01,1.729999999999999767e-03,4.365416666666666751e-03,8.258639978187217734e-01
1.512552083333333630e-01,1.729999999999999767e-03,4.315000000000000259e-03,8.589238067714835001e-01
1.513077256944444782e-01,1.729999999999999767e-03,4.264583333333333767e-03,8.872215495107803607e-01
1.513602430555555933e-01,1.729999999999999767e-03,4.214166666666666408e-03,9.112068128745799411e-01
1.514127604166667085e-01,1.729999999999999767e-03,4.163749999999999916e-03,9.313098751158487287e-01
1.514652777777778236e-01,1.729999999999999767e-03,4.113333333333333425e-03,9.479417059025438963e-01
1.515177951388889388e-01,1.729999999999999767e-03,4.062916666666666933e-03,9.614939663176182982e-01
1.515703125000000262e-01,1.729999999999999767e-03,4.012500000000000441e-03,9.723390088590306846e-01
1.516228298611111414e-01,1.729999999999999767e-03,3.962083333333333082e-03,9.808298774396978503e-01
